Ministry/Entity;Buyer;Project Code;Code Nom;State Nom;Organisation;PerimGeo;Region;Date ;Duration;Montant prévisionnel HT (toutes périodes de reconduction incluses);Execution %;Exceution date
Ministère de la Justice;CA BORDEAUX;fourniture des publications et services en ligne LAMY;41.01.04;Base de données documentaires;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2019T4;36;entre 100 KEuros et 1 MEuros;30%;26/10/2019
Ministère de la Justice;CA TOULOUSE;Marché d'accès à la documentation en ligne de l'éditeur Wolters Kluwers (Lamyline);45.05.07;Autres prestations et services;Ministériel;Régional ou infra;OCCITANIE;2020T4;48;entre 100 KEuros et 1 MEuros;63%;5/10/2020
Ministère de la Justice;CA LIMOGES;Maintenance mulititechnique dans le ressort de la cour d'appel de Limoges;37.05.01;Contrat de prestations multiservices;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2019T4;48;entre 100 KEuros et 1 MEuros;33%;12/11/2019
Ministère de la Justice;CA PARIS;Contrôles réglementaires du PALAIS DE JUSTICE DE PARIS - CA PARIS;37.02.11;Contrôles réglementaires et diagnostics;Ministériel;Régional ou infra;ILE DE France;2019T1;48;entre 100 KEuros et 1 MEuros;31%;25/1/2019
Ministère de la Justice;DISP GRAND OUEST (Rennes);Divers établissements  – maintenance des toitures terrasses;37.05.02;Contrat de maintenance multitechniques;Ministériel;Inter-régionnal;BRETAGNE;2021T4;48;entre 100 KEuros et 1 MEuros;32%;25/10/2021
Ministère de la Justice;CA PARIS;ACEM du PALAIS DE JUSTICE DE BOBIGNY - AJ BOBIGNY;40.01.06;Conseil et expertise métier yc recherche et développement;Ministériel;Régional ou infra;ILE DE France;2020T1;48;entre 100 KEuros et 1 MEuros;87%;7/2/2020
Ministère de la Justice;CA TOULOUSE;Marché d'accès à la documentation en ligne de l'éditeur Berger-Levrault (Légibase);45.05.07;Autres prestations et services;Ministériel;Régional ou infra;OCCITANIE;2020T4;48;entre 100 KEuros et 1 MEuros;44%;4/10/2020
Ministère de la Justice;CA SAINT-DENIS DE LA REUNION;Maintenance multi-services;37.05.02;Contrat de maintenance multitechniques;Ministériel;Régional ou infra;OUTRE-MER;2018T4;48;entre 100 KEuros et 1 MEuros;75%;14/12/2018
Ministère de la Justice;DISP GRAND OUEST (Rennes);Divers établissements - prestation de nettoyage des locaux;45.05.07;Autres prestations et services;Ministériel;Inter-régionnal;BRETAGNE;2020T3;48;entre 100 KEuros et 1 MEuros;63%;28/7/2020
Ministère de la Justice;CA VERSAILLES;Atelier de numérisation + GED;33.04.08;Prestation de numérisation (tout type);Ministériel;Régional ou infra;ILE DE France;2019T1;36;entre 100 KEuros et 1 MEuros;48%;26/2/2019
Ministère de la Justice;CA PARIS;Exploitation et maintenance multitechnique du PALAIS DE JUSTICE DE MEAUX - AJ MEAUX;37.05.02;Contrat de maintenance multitechniques;Ministériel;Régional ou infra;ILE DE France;2020T3;48;entre 100 KEuros et 1 MEuros;66%;25/9/2020
Ministère de la Justice;CA PARIS;Maintenance des équipements de sûreté CA PARIS - CA PARIS;37.02.12;Maintenance instal matériel de sécurité (accès, alarme);Ministériel;Régional ou infra;ILE DE France;2019T3;48;entre 100 KEuros et 1 MEuros;83%;8/9/2019
Ministère de la Justice;DISP GRAND OUEST (Rennes);Divers établissements - acquisition de véhicules + aménagements;34.01.01;Véhicule particulier (VP);Ministériel;Inter-régionnal;BRETAGNE;2021T2;10;entre 100 KEuros et 1 MEuros;88%;20/6/2021
Ministère de la Justice;DISP GRAND-OUEST (Rennes);SAINT MALO MA - réhabilitation de la cuisine en liaison chaude;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;BRETAGNE;2019T3;12;entre 100 KEuros et 1 MEuros;17%;28/7/2019
Ministère de la Justice;DISP GRAND-OUEST (Rennes);LORIENT CP - mise en accessibilité;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;BRETAGNE;2021T2;36;entre 100 KEuros et 1 MEuros;52%;25/4/2021
Ministère de la Justice;DISP SUD (Toulouse);Gestion des déchets, location stockage et traitement;41.06.01;Collect, traitement déchet non dang, yc déchets indus banals;Ministériel;Inter-régionnal;OCCITANIE;2018T4;48;entre 100 KEuros et 1 MEuros;99%;12/11/2018
Ministère de la Justice;CA TOULOUSE;Marche de maintenance multitechnique;37.02.01;Maintenance instal électr (courant faible et fort, HT-BT);Ministériel;Régional ou infra;OCCITANIE;2019T3;48;entre 100 KEuros et 1 MEuros;98%;13/9/2019
Ministère de la Justice;CA METZ;Gardiennage;37.01.04;Services de gardiennage et de sécurité;Ministériel;Régional ou infra;GRAND EST;2020T3;24;entre 100 KEuros et 1 MEuros;89%;13/7/2020
Ministère de la Justice;CA RENNES;Prestations d'exploitation-maintenance multi-technique pour le palais de Justice de Nantes;37.05.02;Contrat de maintenance multitechniques;Ministériel;Régional ou infra;BRETAGNE;2018T4;48;entre 100 KEuros et 1 MEuros;39%;10/10/2018
Ministère de la Justice;DISP GRAND-CENTRE (Dijon);Marché de fourniture et de livraison en liaison froide de repas cuisinés MA/CSL BESANCON;41.04.01;Prestations de restauration collective;Ministériel;Régional ou infra;BOURGOGNE FRANCHE COMTE;2019T1;12;entre 100 KEuros et 1 MEuros;66%;27/3/2019
Ministère de la Justice;DISP ILE-DE-FRANCE (Paris);Fournitures de viennoiseries, pâtisseries et pains frais;41.04.02;Produits frais alim (viande, poisson, lait, fruit, légume);Ministériel;Inter-régionnal;ILE DE France;2021T4;48;entre 1 MEuros et 10 MEuros;69%;17/12/2021
Ministère de la Justice;DISP GRAND OUEST (Rennes);Divers établissements - action de coordination culturelle à destination des PPSMJ pour les SPIP;45.05.07;Autres prestations et services;Ministériel;Inter-régionnal;BRETAGNE;2020T3;48;entre 1 MEuros et 10 MEuros;20%;9/7/2020
Ministère de la Justice;DISP GRAND OUEST (Rennes);Divers établissements - prestation d'assistance technique à la gestion des cantines;45.05.07;Autres prestations et services;Ministériel;Inter-régionnal;BRETAGNE;2021T1;48;entre 1 MEuros et 10 MEuros;74%;9/1/2021
Ministère de la Justice;DISP GRAND-NORD (Lille);Prestation d'assistance technique pour la gestion des cantines dans les établissements en gestion publique du ressort de la DISP de LILLE;45.05.07;Autres prestations et services;Ministériel;Régional ou infra;HAUTS DE France;2020T4;48;entre 1 MEuros et 10 MEuros;46%;26/11/2020
Ministère de la Justice;DISP GRAND-OUEST (Rennes);VAL DE REUIL CD - réfection des réseaux de chauffage et de ventilation;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;BRETAGNE;2019T2;12;entre 1 MEuros et 10 MEuros;61%;12/4/2019
Ministère de l'Intérieur et Ministère des Outre-mer;PREFECTURE 21 COTE D OR;Marché de mise sous pli – élections européennes;45.05.07;Autres prestations et services;Ministériel;Régional ou infra;BOURGOGNE FRANCHE COMTE;2019T1;3;entre 100 KEuros et 1 MEuros;30%;28/3/2019
Ministère des Armées;Service de santé des armées;[TIC] Acquisition + MCO d'un progiciel de gestion de dossiers de spécialité d’ophtalmologie et d'intégration de données biomédicales HIA LAVERAN;33.02.07;Support et maintenance logiciels;Ministériel;Régional ou infra;PACA;2019T2;48;entre 100 KEuros et 1 MEuros;21%;23/6/2019
Ministère des Armées;Service de santé des armées;[CVC] Conduite, l’exploitation, la maintenance des installations multi-techniques de génie climatique et de distribution d’eau de l'HIA Ste Anne;37.02.02;Maintenance chauffage, ventilation, climatisation (CVC);Ministériel;Régional ou infra;PACA;2020T3;48;entre 1 MEuros et 10 MEuros;45%;10/9/2020
Ministère des Armées;Service de santé des armées;[DIVERS] Maintenance et entretien des installations de traitement d’eau, des eaux usées et la désinfection de parties de réseau au profit de l’HIA Desgenettes;37.02.03;Maintenance plomberie et assainissement intérieur;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T4;48;entre 100 KEuros et 1 MEuros;98%;5/12/2020
Ministère des Armées;Service de santé des armées;[ACCUEIL] Prestations d' accueil physique et d'orientation de la clientèle au profit de l'HIA Bégin;37.01.05;Accueil, conciergerie, réservation;Ministériel;Régional ou infra;ILE DE France;2021T4;48;entre 100 KEuros et 1 MEuros;88%;11/11/2021
Ministère des Armées;Service de santé des armées;[PREVENTION] Médecine de prévention au profit du personnel civil du MINARM ( de Brest - lot n° 1 : Angers);43.01.01;Honoraire soins médicaux;Ministériel;Régional ou infra;PAYS DE LA LOIRE;2021T1;48;entre 100 KEuros et 1 MEuros;60%;24/2/2021
Ministère des Armées;Service de santé des armées;[MCO DIVERS] Maintenance des installations de manutention lourde au profit des établissements de l'îlot Percy;37.02.02;Maintenance chauffage, ventilation, climatisation (CVC);Ministériel;Régional ou infra;ILE DE France;2020T2;48;entre 1 MEuros et 10 MEuros;87%;11/4/2020
Ministère des Armées;Service de santé des armées;Maintenance d'autoclaves et générateurs de vapeur au profit de la PCA (BARRIQUAND, FEDEGARI et STILMAS);43.04.15;Prestation de maintenance des matériels biomédicaux;Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2019T2;48;entre 100 KEuros et 1 MEuros;52%;28/5/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Est;FOURNITURES : BOBINES DE PAPIER POUR MACHINES LOUVOIS - LOT 1 - EDIACA SAINT ETIENNE FOURNITURES : ENVELOPPES POUR MACHINES LOUVOIS - LOT 2 - EDIACA SAINT ETIENNE;41.02.01;Papiers et dérivés (yc bobines papier);Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2019T3;48;entre 100 KEuros et 1 MEuros;82%;13/9/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Est;ESPACES VERTS : ELAGAGE POUR CLERMONT-FERRAND ET SITES RATTACHES - LOT 3 - CFD;37.01.03;Entretien espaces verts et extérieurs;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T1;48;entre 100 KEuros et 1 MEuros;98%;19/1/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Est;IMPRESSION : PRESTATIONS D'IMPRESSION - ESA - LNM;39.02.04;Services externalisés de repro;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T2;48;entre 100 KEuros et 1 MEuros;11%;13/4/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Est;TRANSPORT : ACQUISITION DE FORFAITS DE REMONTEES MECANIQUES STAGIAIRES ET PERSONNELS EMHM - STATION CHAMONIX MONT BLANC - LOT 1 - GVC  LOT 2- GVC;45.05.07;Autres prestations et services;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2019T2;41;entre 100 KEuros et 1 MEuros;40%;25/4/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Est;PRESTATION D'IMPRESSION PRINT MANAGER (PRESTATION DE COMMUNICATION);39.02.04;Services externalisés de repro;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2021T2;24;entre 1 MEuros et 10 MEuros;61%;16/5/2021
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Est;IMPRESSION : LOCATION ET MAINTENANCE D'UNE SOLUTION D'IMPRESSION NUMERIQUE AU PROFIT DE L'EDIACA - LNM;39.01.03;Location copieur (hors consommable et maintenance);Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2021T2;48;entre 1 MEuros et 10 MEuros;44%;15/4/2021
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - Finances Nord Est;PLONGE, NETTOYAGE ET ENTRETIEN DES LOCAUX DE PLONGE ET DES LOCAUX POUBELLES - NANCY - 4 LOTS;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;GRAND EST;2019T2;36;entre 100 KEuros et 1 MEuros;45%;16/4/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - Finances Nord Est;BLANCHISSAGE ET NETTOYAGE À SEC DES EFFETS MILITAIRES AU PROFIT DE LA BDD DE CHARLEVILLE-MEZIERES -4 LOTS;41.05.08;Services de blanchisserie (traditionnelle et industrielle);Ministériel;Régional ou infra;GRAND EST;2019T3;48;entre 100 KEuros et 1 MEuros;63%;2/9/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - Finances Nord Est;PLONGE, NETTOYAGE ET ENTRETIEN DES LOCAUX DE PLONGE ET DES LOCAUX POUBELLES - LOT 1 - COLMAR;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;GRAND EST;2019T3;36;entre 100 KEuros et 1 MEuros;57%;28/7/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - Finances Nord Est;DERATISATION ET DESINSECTISATION DES FORMATIONS MILITAIRES DE METZ - NANCY -PHALSBOURG -VERDUN 4 lots;37.01.06;Dératisation, désinfection, désinsectisation;Ministériel;Régional ou infra;GRAND EST;2019T2;24;entre 100 KEuros et 1 MEuros;76%;26/6/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - Finances Nord Est;NETTOYAGE DES BATIMENTS D'HEBERGEMENT AU PROFIT DE LA BA 133-NANCY - 516 RT - 53° RT - CERCLE BELFORT -5 LOTS;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;GRAND EST;2019T2;24;entre 1 MEuros et 10 MEuros;16%;19/5/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - Finances Nord Est;COLLECTE ET REMISE DU COURRIER INTERNE ET/OU EXTERNE -3 LOTS;35.01.07;Prestation courses et tournées collecte courrier;Ministériel;Régional ou infra;GRAND EST;2020T4;48;entre 100 KEuros et 1 MEuros;92%;7/11/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;FOURNITURE ET LIVRAISON DE CONTAINERS ETANCHES A FERMETURE AUTOMATIQUE POUR DECHIQUETEURS ET DECHIQUETEURS- COMPACTEUR DE MARQUE WITTMANN - CMB DE TYPES RESPECTIFS D55MN ET DC55MN.;44.03.14;Autres fournitures et petit équipement;Ministériel;Régional ou infra;PACA;2019T3;48;entre 100 KEuros et 1 MEuros;74%;9/9/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;NETTOYAGE DES LOCAUX ET DES MATERIELS DE PLONGE (LAVERIE ET BATTERIE) DE DIVERS ORGANISMES MILITAIRES SITUES A HYERES, CUERS ET GIENS ET NETTOYAGE DES BATIMENTS D’HEBERGEMENT GERES PAR LES ETABLISSEMENTS PUBLICS ADMINISTRATIFS (EPA), LE CERCLE DE LA GRANDE RADE DE TOULON ET LE CERCLE DE LA BASE DE DEFENSE DE TOULON;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;PACA;2019T4;36;entre 1 MEuros et 10 MEuros;34%;3/10/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;"FOURNITURE ET LIVRAISON D’ACCESSOIRES, DE PIECES DETACHEES, D’ELEMENTS DE CARROSSERIE, DE PEINTURES AVEC LEURS INGREDIENTS POUR VEHICULES DIVERS AU PROFIT DU GSBDD DE TOULON (9 LOTS). LOT 1  VL,PL,DE VEHICULES DE ""TRANSPORT EN COMMUN"" ET TRACEURS DE MARQUE IVECO LOT 4  FOURNITURE ET LIVRAISON D'ACCESSOIRES ET PIECES DETACHEES D'ORIGINE POUR VL MARQUE CITROEN LOT 5  FOURNITURE ET LIVRAISON D'ACCESSOIRES ET PIECES DETACHEES D'ORIGINE POUR VL MARQUE PEUGEOT LOT 6  FOURNITURE ET LIVRAISON D'ACCESSOIRES ET PIECES DETACHEES D'ORIGINE POUR VL MARQUE RENAULT LOT 7  FOURNITURE ET LIVRAISON DE PIECES ADAPTABLES MECANIQUES ET ELECTRIQUES POUR VEHICULES DE TOUS TYPES ET TOUTES MARQUES LOT8  FOURNITURE ET LIVRAISON D'INGREDIENTS E TCONSOMMABLES POUR CARROSSERIES ET PEINTURES LOT 9  FOURNITURE ET LIVRAISON DE BATTERIES POUR TOUS TYPE DE VEHICULES DE LA GAMME COMMERCIALE";34.03.01;Pièces détachées et accessoires véhicules terrestres;Ministériel;Régional ou infra;PACA;2019T2;36;entre 100 KEuros et 1 MEuros;99%;5/5/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;FOURNITURE ET LIVRAISON DE MATERIEL PEDAGOGIQUE DE SECOURISME AU PROFIT DES ENTITES SOUTENUES PAR LE GSBDD DE TOULON.;36.05.07;Equipement de lutte contre incendie (ELI);Ministériel;Régional ou infra;PACA;2019T2;36;entre 100 KEuros et 1 MEuros;62%;2/5/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;"MISE EN PLACE DE SESSIONS DE FORMATIONS PROFESSIONNELLES DANS LE DOMAINE BILAN DE COMPETENCES, EN ""INTRA"" AU PROFIT DES AGENTS CIVILS DU MINISTERE DE LA DEFENSE DES REGIONS PROVENCE-ALPES COTE D'AZUR, LANGUEDOC-ROUSSILLON ET CORSE LOT 1/3 : ZONE DE TOULON ET DRAGUIGNAN";40.02.06;Autres formations technique / métier;Ministériel;Inter-régionnal;PACA;2019T2;48;entre 100 KEuros et 1 MEuros;70%;7/4/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;FOURNITURE ET LIVRAISON DE MATIERES DIVERSES AU PROFIT DU SERVICE LOGISTIQUE DE LA MARINE A TOULON. (2 LOTS).   LOT 1/2 : MATIERES PREMIERES SPECIFIQUES POUR LA REFECTION DES MATERIAUX EN COMPOSITE VERRE-RESINE LOT 2/2: PLAQUES DE MOUSSE;36.05.01;Matériaux constr (ciment,plâtre,carrelage,bois,revêtements);Ministériel;Régional ou infra;PACA;2019T2;36;entre 100 KEuros et 1 MEuros;79%;28/4/2019
Institutions et Autorités;CSA;Hébergement global des applications internet et prestations associées;33.04.07;Hébergement informatique (hors maintenance);Ministériel;Régional ou infra;ILE DE France;2020T1;48;entre 100 KEuros et 1 MEuros;64%;14/3/2020
Institutions et Autorités;CSA;Fourniture de carburants (lots 1, 3 et 4);32.03.03;Carburant automobile station-service - frais batterie elect;Ministériel;Régional ou infra;ILE DE France;2020T2;48;entre 100 KEuros et 1 MEuros;69%;13/5/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;ENTRETIEN DES ESPACES VERTS ET DE LA VOIRIE AU PROFIT DE L'AIA BORDEAUX  FLOIRAC ET CESTAS - 2 LOTS;37.01.03;Entretien espaces verts et extérieurs;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2019T2;48;entre 100 KEuros et 1 MEuros;32%;6/6/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;FOURNITURE ET ENTRETIEN DE DISTRIBUTEUR DE CONFISERIES ET DE BOISSONS ENTRETIEN DES FONTAINES A EAU;41.04.10;Distributeurs boissons et confiseries;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2021T1;48;entre 100 KEuros et 1 MEuros;27%;26/3/2021
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;ENTRETIEN ESPACES VERTS GS BDD BORDEAUX - 2 LOTS;37.01.03;Entretien espaces verts et extérieurs;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2021T3;48;entre 100 KEuros et 1 MEuros;64%;8/8/2021
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;NETTOYAGE DES LOCAUX, DES HOTTES ET FILTRES DU RESTAURANT AINSI QUE LA VITRERIE DES 4 SITES DE LA DGA TA;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2019T4;48;entre 1 MEuros et 10 MEuros;43%;13/11/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;ENSEIGNEMENT ET ENCADREMENT ACTIVITES DE MONTAGE EN PERIODE HIVERNALE;40.02.06;Autres formations technique / métier;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2019T4;48;entre 100 KEuros et 1 MEuros;58%;8/11/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;MISE A DISPOSITION DE CONTENANTS, COLLECTE ET TRAITEMENT DE DECHETS ASSIMILES MENAGERS ET DES BIO-DECHETS ET DES HUILES ALIMENTAIRESDES EMPRISES DE MONTAUBAN ET CAYLUS 5 LOTS-AGEN CAYLUS-CASTELSARRASIN;41.06.01;Collect, traitement déchet non dang, yc déchets indus banals;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2019T2;48;entre 100 KEuros et 1 MEuros;48%;27/6/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;ENTRETIEN DES ESPACES VERTS;37.01.03;Entretien espaces verts et extérieurs;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2020T3;48;entre 1 MEuros et 10 MEuros;66%;9/7/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;NETTOYAGE HEBERGEMENT BA 721, BA 709 ET DU BATIMENT RUIBET DE LA ROCHELLE;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2019T2;48;entre 1 MEuros et 10 MEuros;38%;5/5/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;LOCATION DE BOUTEILLES DE GAZ;32.02.02;Gaz conditionné (gaz naturel, propane);Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2021T1;48;entre 100 KEuros et 1 MEuros;39%;28/2/2021
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;BLANCHISSAGE ET NETTOYAGE DES ARTICLES D'HABILLEMENT COUCHAGE CAMPEMENT AMEUBLEMENT;41.05.08;Services de blanchisserie (traditionnelle et industrielle);Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2020T4;43;entre 100 KEuros et 1 MEuros;51%;5/12/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;ENTRETIEN DES ESPACES VERTS AU PROFIT DU 8°RPIMA CASTRES ET ANTENNE COLOMBIES   - 2 LOTS;37.01.03;Entretien espaces verts et extérieurs;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2019T2;48;entre 100 KEuros et 1 MEuros;85%;7/4/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;ENTRETIEN DES ESPACES VERTS AU PROFIT DE LA 13°DBLE;37.01.03;Entretien espaces verts et extérieurs;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2019T2;48;entre 100 KEuros et 1 MEuros;56%;7/4/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;ANGLAIS TOEIC- 10 LOTS;40.02.03;Formation linguistique;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2020T2;48;entre 1 MEuros et 10 MEuros;68%;19/6/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;ANGLAIS OPERATIONNEL -10 LOTS;40.02.03;Formation linguistique;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2020T2;48;entre 1 MEuros et 10 MEuros;13%;17/4/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Ouest;REALISATION ET ENTRETIEN D'ESPACES VERTS.;37.01.03;Entretien espaces verts et extérieurs;Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2019T1;48;entre 100 KEuros et 1 MEuros;70%;13/2/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Ouest;REALISATION ET ENTRETIEN D'ESPACES VERTS.;37.01.03;Entretien espaces verts et extérieurs;Ministériel;Régional ou infra;NORMANDIE;2019T2;48;entre 100 KEuros et 1 MEuros;49%;11/5/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Ouest;SERVICES D'ABONNEMENT.;41.01.02;Presse d'information spécialisée et technique;Ministériel;Régional ou infra;PAYS DE LA LOIRE;2019T1;36;entre 100 KEuros et 1 MEuros;36%;14/3/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Ouest;VIANDE.;41.04.02;Produits frais alim (viande, poisson, lait, fruit, légume);Ministériel;Régional ou infra;NORMANDIE;2021T3;48;entre 100 KEuros et 1 MEuros;21%;24/7/2021
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Ouest;REALISATION ET ENTRETIEN D'ESPACES VERTS.;37.01.03;Entretien espaces verts et extérieurs;Ministériel;Régional ou infra;PAYS DE LA LOIRE;2021T4;48;entre 1 MEuros et 10 MEuros;61%;5/10/2021
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Ile-de France;ACCORD-CADRE PLONGE;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;ILE DE France;2020T1;48;entre 1 MEuros et 10 MEuros;28%;9/3/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Ile-de France;Matériels équins;44.03.02;Acquisition d’animaux, fourniture, matériel, alim associés;Ministériel;Régional ou infra;ILE DE France;2021T2;48;entre 100 KEuros et 1 MEuros;33%;26/6/2021
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Ile-de France;ACCORD-CADRE DECHETS BANAUX;41.06.01;Collect, traitement déchet non dang, yc déchets indus banals;Ministériel;Inter-régionnal;ILE DE France;2019T1;48;entre 1 MEuros et 10 MEuros;51%;10/2/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Ile-de France;Blanchissage des effets d'habillement et d'hébergement;41.05.08;Services de blanchisserie (traditionnelle et industrielle);Ministériel;Régional ou infra;HAUTS DE France;2020T4;48;entre 100 KEuros et 1 MEuros;25%;7/12/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Ile-de France;NETTOYAGE PERIODIQUE DES LOCAUX _PEM (DIVERS ORGANISMES DU GS + EVG + HNI);37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;ILE DE France;2020T4;48;entre 1 MEuros et 10 MEuros;56%;4/10/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Ile-de France;BLANCHISSAGE ET NETTOYAGE A SEC - EVX;41.05.08;Services de blanchisserie (traditionnelle et industrielle);Ministériel;Régional ou infra;NORMANDIE;2021T4;48;entre 100 KEuros et 1 MEuros;89%;16/12/2021
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Ile-de France;API RESTAURATION;41.04.03;Épicerie et produits surgelés;Ministériel;Régional ou infra;HAUTS DE France;2019T3;48;entre 100 KEuros et 1 MEuros;17%;22/7/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Ile-de France;IGN;36.04.03;Étude préalable, audit, expertise liés aux travaux;Ministériel;Régional ou infra;HAUTS DE France;2020T3;48;entre 1 MEuros et 10 MEuros;77%;18/8/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Ile-de France;MS COLLECTE BIO-DECHETS OAN;41.06.01;Collect, traitement déchet non dang, yc déchets indus banals;Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2020T2;32;entre 100 KEuros et 1 MEuros;10%;22/6/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Ile-de France;MS COLLECTE BIO-DECHETS CRL;41.06.01;Collect, traitement déchet non dang, yc déchets indus banals;Ministériel;Régional ou infra;HAUTS DE France;2019T2;48;entre 100 KEuros et 1 MEuros;33%;3/4/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Ile-de France;ESPACES VERT - PEM (ECOLE MILITAIRE/HNI+VDG);37.01.03;Entretien espaces verts et extérieurs;Ministériel;Régional ou infra;ILE DE France;2020T1;34;entre 1 MEuros et 10 MEuros;44%;19/2/2020
